MeshA	MeshB	FacesA	FacesB	Pairs	Time_ms	Mpairs_s	Intersected
Allen_amygdalohippocampal_area_L.off	VH_M_medial_condyle_of_right_femur_sup.off	106	202	21412	0.026055	821.8	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_medial_epicondylar_enthesis_L.off	106	54	5724	0.020122	284.465	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_medial_epicondylar_enthesis_R.off	106	46	4876	0.020752	234.965	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_medial_perichondular_surface_L.off	106	200	21200	0.026729	793.146	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_medial_perichondular_surface_R.off	106	196	20776	0.023799	872.978	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_median_sacral_vein.off	106	1470	155820	0.06233	2499.92	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_meniscus_L.off	106	1488	157728	0.060463	2608.67	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_meniscus_R.off	106	1488	157728	0.06056	2604.49	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_middle_cardiac_vein.off	106	650	68900	0.041357	1665.98	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_middle_colic_artery.off	106	2546	269876	0.091502	2949.4	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_middle_colic_vein.off	106	824	87344	0.047757	1828.93	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_middle_hepatic_artery_branch_of_left_hepatic_artery.off	106	374	39644	0.032259	1228.93	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_middle_hepatic_vein.off	106	2036	215816	0.076121	2835.17	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_middle_rectal_vein_L.off	106	466	49396	0.034019	1452.01	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_middle_rectal_vein_R.off	106	320	33920	0.028698	1181.96	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_L_a.off	106	1548	164088	0.060144	2728.25	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_L_b.off	106	1574	166844	0.076873	2170.38	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_L_c.off	106	1192	126352	0.052113	2424.58	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_L_d.off	106	1498	158788	0.082829	1917.06	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_L_e.off	106	1730	183380	0.073453	2496.56	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_L_f.off	106	1016	107696	0.046958	2293.45	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_L_g.off	106	762	80772	0.040421	1998.27	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_L_h.off	106	1708	181048	0.065467	2765.48	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_L_i.off	106	976	103456	0.047557	2175.41	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_R_a.off	106	2146	227476	0.078638	2892.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_R_b.off	106	1274	135044	0.056617	2385.22	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_R_c.off	106	734	77804	0.037301	2085.84	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_R_d.off	106	1094	115964	0.050891	2278.67	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_R_e.off	106	936	99216	0.045242	2193.01	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_R_f.off	106	1396	147976	0.062417	2370.76	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_R_g.off	106	2066	218996	0.083275	2629.79	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_R_h.off	106	1474	156244	0.059996	2604.24	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_minor_calyx_R_i.off	106	1448	153488	0.067338	2279.37	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_mitral_valve.off	106	6468	685608	0.196082	3496.54	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_neck_of_pancreas.off	106	2090	221540	0.073733	3004.62	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_ninth_thoracic_spinal_cord_segment.off	106	734	77804	0.058405	1332.15	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_oblique_vein_of_left_atrium.off	106	98	10388	0.023185	448.048	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_ophthalmic_vein_L.off	106	2036	215816	0.08341	2587.41	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_ophthalmic_vein_R.off	106	2042	216452	0.073521	2944.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_opthalmic_artery_L.off	106	18738	1986228	0.468597	4238.67	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_opthalmic_artery_R.off	106	18722	1984532	0.472735	4197.98	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_optic_chiasm.off	106	3706	392836	0.126402	3107.83	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_optic_choroid_L.off	106	24196	2564776	0.568964	4507.8	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_optic_choroid_R.off	106	24196	2564776	0.564801	4541.03	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_optic_disc_L.off	106	24356	2581736	0.568644	4540.16	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_optic_disc_R.off	106	24322	2578132	0.574609	4486.76	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_ora_serrata_of_retina_L.off	106	26640	2823840	0.670754	4209.95	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_ora_serrata_of_retina_R.off	106	26652	2825112	0.77467	3646.86	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_other_urethra.off	106	2218	235108	0.078779	2984.4	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_outer_cortex_of_kidney_L.off	106	16344	1732464	0.403815	4290.24	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_outer_cortex_of_kidney_R.off	106	15990	1694940	0.437453	3874.56	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_palatine_tonsil_L.off	106	34400	3646400	1.05321	3462.17	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_palatine_tonsil_R.off	106	24508	2597848	0.559849	4640.27	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_palpebral_conjunctiva_of_lower_eyelid_L.off	106	17380	1842280	0.446721	4124.01	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_palpebral_conjunctiva_of_lower_eyelid_R.off	106	17384	1842704	0.460399	4002.41	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_palpebral_conjunctiva_of_upper_eyelid_L.off	106	17952	1902912	0.457809	4156.56	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_palpebral_conjunctiva_of_upper_eyelid_R.off	106	17944	1902064	0.457111	4161.05	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_papilla_of_santorini.off	106	756	80136	0.040481	1979.6	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_papillary_muscle_of_heart_anterior.off	106	764	80984	0.042923	1886.73	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_papillary_muscle_of_heart_anterolateral.off	106	518	54908	0.032815	1673.26	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_papillary_muscle_of_heart_medial.off	106	232	24592	0.027867	882.477	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_papillary_muscle_of_heart_posterior.off	106	186	19716	0.027592	714.555	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_papillary_muscle_of_heart_posteromedial.off	106	576	61056	0.036277	1683.05	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_patella_L.off	106	904	95824	0.050643	1892.15	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_patella_R.off	106	904	95824	0.042477	2255.9	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_patellar_surface_L.off	106	76	8056	0.021505	374.611	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_patellar_surface_R.off	106	70	7420	0.021855	339.51	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_peripheral_zone_of_prostate_L.off	106	2978	315668	0.099973	3157.53	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_peripheral_zone_of_prostate_R.off	106	3012	319272	0.109168	2924.59	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_porta_hepatis.off	106	1008	106848	0.04898	2181.46	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_portal_vein.off	106	1944	206064	0.072852	2828.53	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_posterior_cruciate_enthesis_L.off	106	160	16960	0.024332	697.024	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_posterior_cruciate_enthesis_R.off	106	160	16960	0.024234	699.843	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_posterior_segmental_right_hepatic_artery.off	106	908	96248	0.046238	2081.58	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_posterior_vein_of_left_ventricle.off	106	622	65932	0.034571	1907.15	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_proper_hepatic_artery.off	106	736	78016	0.0619	1260.36	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_prostate_duct_L.off	106	32004	3392424	1.05468	3216.55	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_prostate_duct_R.off	106	32004	3392424	0.740013	4584.28	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_prostatic_urethra.off	106	7686	814716	0.228079	3572.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_prostatic_utricle.off	106	60178	6378868	1.44714	4407.92	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_pubis_compact_bone_L.off	106	4292	454952	0.138962	3273.93	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_pubis_compact_bone_R.off	106	4392	465552	0.151298	3077.05	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_pubis_spongy_bone_L.off	106	1998	211788	0.07103	2981.67	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_pubis_spongy_bone_R.off	106	1996	211576	0.069909	3026.45	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_pulmonary_artery_L.off	106	6132	649992	0.193199	3364.37	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_pulmonary_artery_R.off	106	3178	336868	0.132522	2541.98	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_pulmonary_trunk.off	106	3126	331356	0.129486	2559.01	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_pulmonary_valve.off	106	13288	1408528	0.599148	2350.88	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_pulmonary_vein_L_inf.off	106	2026	214756	0.08963	2396.03	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_pulmonary_vein_L_sup.off	106	1834	194404	0.068338	2844.74	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_pulmonary_vein_R_inf.off	106	4078	432268	0.14036	3079.71	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_pulmonary_vein_R_sup.off	106	1868	198008	0.06872	2881.37	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_pupil_L.off	106	1909	202354	0.084824	2385.57	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_pupil_R.off	106	1899	201294	0.074865	2688.76	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_quadrate_lobe_of_liver.off	106	2614	277084	0.13235	2093.57	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_rectum.off	106	1994	211364	0.072407	2919.11	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_column_L.off	106	28790	3051740	0.677765	4502.65	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_column_R.off	106	26934	2855004	0.640264	4459.1	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_impression_of_liver.off	106	824	87344	0.079326	1101.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_L_a.off	106	208	22048	0.026229	840.596	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_L_b.off	106	124	13144	0.022716	578.623	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_L_c.off	106	290	30740	0.031343	980.761	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_L_d.off	106	182	19292	0.024861	775.995	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_L_e.off	106	132	13992	0.024775	564.763	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_L_f.off	106	122	12932	0.021959	588.916	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_L_g.off	106	144	15264	0.024629	619.757	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_L_h.off	106	168	17808	0.024998	712.377	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_L_i.off	106	214	22684	0.0378	600.106	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_R_a.off	106	108	11448	0.022424	510.524	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_R_b.off	106	188	19928	0.026125	762.794	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_R_c.off	106	104	11024	0.022659	486.517	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_R_d.off	106	276	29256	0.028921	1011.58	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_R_e.off	106	356	37736	0.028275	1334.61	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_R_f.off	106	106	11236	0.021586	520.523	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_R_g.off	106	370	39220	0.03236	1211.99	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_R_h.off	106	236	25016	0.02804	892.154	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_R_i.off	106	304	32224	0.027064	1190.66	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_papilla_R_j.off	106	244	25864	0.027143	952.879	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pelvis_L.off	106	4186	443716	0.128165	3462.07	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pelvis_R.off	106	3492	370152	0.125202	2956.44	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_a.off	106	5130	543780	0.192999	2817.53	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_b.off	106	1350	143100	0.055722	2568.11	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_c.off	106	1564	165784	0.068787	2410.11	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_d.off	106	2802	297012	0.090771	3272.1	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_e.off	106	1330	140980	0.057097	2469.13	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_f.off	106	4290	454740	0.134407	3383.31	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_g.off	106	3246	344076	0.120706	2850.53	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_h.off	106	2730	289380	0.106566	2715.5	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_i.off	106	1738	184228	0.076986	2393.01	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_j.off	106	1678	177868	0.065959	2696.64	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_L_a.off	106	4704	498624	0.147442	3381.83	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_L_b.off	106	2442	258852	0.158527	1632.86	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_L_c.off	106	1424	150944	0.05938	2542	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_L_d.off	106	1966	208396	0.076065	2739.71	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_L_e.off	106	3182	337292	0.102238	3299.09	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_L_f.off	106	3316	351496	0.108829	3229.8	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_L_g.off	106	2370	251220	0.084503	2972.91	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_L_h.off	106	2344	248464	0.085552	2904.25	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_pyramid_L_i.off	106	2424	256944	0.118842	2162.06	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_surface_of_spleen.off	106	3354	355524	0.110238	3225.06	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_vein_L.off	106	1482	157092	0.062891	2497.85	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_renal_vein_R.off	106	654	69324	0.035904	1930.82	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_retina_L.off	106	21552	2284512	0.665974	3430.33	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_retina_R.off	106	21552	2284512	0.57367	3982.28	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_anterior_basal_bronchopulmonary_segment.off	106	1208	128048	0.053069	2412.86	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_anterior_basal_bronchus.off	106	7252	768712	0.252889	3039.72	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_anterior_bronchopulmonary_segment.off	106	1432	151792	0.066761	2273.66	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_anterior_bronchus.off	106	12116	1284296	0.341685	3758.71	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_anteroinferior_segment.off	106	9868	1046008	0.303921	3441.71	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_anterosuperior_segment.off	106	4922	521732	0.175508	2972.7	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_apical_bronchopulmonary_segment.off	106	380	40280	0.047495	848.089	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_apical_bronchus.off	106	14000	1484000	0.348761	4255.06	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_branch_of_portal_vein.off	106	1262	133772	0.054553	2452.15	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_cardiac_atrium.off	106	48190	5108140	1.10031	4642.48	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_colic_artery.off	106	2680	284080	0.146619	1937.54	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_colic_vein.off	106	2782	294892	0.091358	3227.87	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_coronary_artery.off	106	11702	1240412	0.323275	3837.02	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_hepatic_artery.off	106	622	65932	0.036536	1804.58	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_hepatic_vein.off	106	2668	282808	0.111922	2526.83	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_intermediate_bronchus.off	106	1594	168964	0.067027	2520.83	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_lateral_basal_bronchopulmonary_segment.off	106	756	80136	0.040492	1979.06	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_lateral_basal_bronchus.off	106	7262	769772	0.217265	3543.01	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_lateral_bronchopulmonary_segment.off	106	1196	126776	0.063355	2001.04	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_lateral_bronchus.off	106	2204	233624	0.085765	2724	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_lower_lobar_bronchus.off	106	1282	135892	0.056701	2396.64	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_main_bronchus.off	106	1176	124656	0.052312	2382.93	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_marginal_artery.off	106	2146	227476	0.081486	2791.6	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_medial_basal_bronchopulmonary_segment.off	106	464	49184	0.032988	1490.97	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_medial_basal_bronchus.off	106	5030	533180	0.158681	3360.07	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_medial_bronchopulmonary_segment.off	106	1594	168964	0.063962	2641.63	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_medial_bronchus.off	106	3166	335596	0.105596	3178.11	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_middle_lobar_bronchus.off	106	1054	111724	0.049555	2254.55	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_posterior_basal_bronchopulmonary_segment.off	106	1036	109816	0.047687	2302.85	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_posterior_basal.off	106	5632	596992	0.173855	3433.85	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_posterior_bronchopulmonary_segment.off	106	1120	118720	0.047808	2483.27	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_posterior_bronchus.off	106	3872	410432	0.12219	3358.97	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_posterior_descending_artery.off	106	5062	536572	0.157175	3413.85	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_posteroinferior_segment.off	106	5494	582364	0.168769	3450.66	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_posterosuperior_segment.off	106	4926	522156	0.159336	3277.07	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_renal_artery.off	106	1494	158364	0.070179	2256.57	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_superior_bronchopulmonary_segment.off	106	1240	131440	0.055554	2365.99	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_superior_bronchus.off	106	11728	1243168	0.315945	3934.76	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_right_superior_lobar_bronchus.off	106	1072	113632	0.048421	2346.75	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_round_ligament_of_liver.off	106	218	23108	0.025088	921.078	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_sacrum.off	106	18032	1911392	0.48779	3918.47	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_schlemms_canal_L.off	106	50412	5343672	1.13623	4703	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_schlemms_canal_R.off	106	50412	5343672	1.24531	4291.03	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_sclera_L.off	106	24380	2584280	0.5592	4621.39	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_sclera_R.off	106	24380	2584280	0.569562	4537.31	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_second_lumbar_spinal_cord_segment.off	106	644	68264	0.038625	1767.35	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_second_sacral_spinal_cord_segment.off	106	418	44308	0.040942	1082.21	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_second_thoracic_spinal_cord_segment.off	106	958	101548	0.043557	2331.38	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_seminal_colliculus.off	106	514	54484	0.03683	1479.34	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_seminal_vesicle.off	106	15940	1689640	0.393857	4289.98	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_seventh_thoracic_spinal_cord_segment.off	106	1002	106212	0.047372	2242.08	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_sigmoid_artery_a.off	106	1102	116812	0.050901	2294.89	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_sigmoid_artery_b.off	106	1012	107272	0.050183	2137.62	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_sigmoid_artery_c.off	106	1288	136528	0.057329	2381.48	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_sigmoid_colon.off	106	3866	409796	0.130378	3143.14	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_sigmoid_vein.off	106	5468	579608	0.174342	3324.55	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_sixth_thoracic_spinal_cord_segment.off	106	1036	109816	0.046318	2370.91	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_skin.off	106	185314	19643284	4.13052	4755.64	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_small_cardiac_vein.off	106	1802	191012	0.087896	2173.16	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_sphincter_of_hepatopancreatic_ampulla.off	106	646	68476	0.038763	1766.53	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_splenic_artery.off	106	5596	593176	0.190836	3108.3	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_splenic_flexure_of_colon.off	106	2242	237652	0.077919	3049.99	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_splenic_vein.off	106	10884	1153704	0.334963	3444.27	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_superior_mesenteric_artery.off	106	3570	378420	0.123232	3070.79	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_superior_mesenteric_vein.off	106	7534	798604	0.25985	3073.33	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_superior_ophthalmic_vein_L.off	106	13412	1421672	0.334405	4251.35	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_superior_ophthalmic_vein_R.off	106	13394	1419764	0.389461	3645.46	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_superior_rectal_vein.off	106	6048	641088	0.187752	3414.55	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_superior_vena_cava.off	106	11222	1189532	0.365558	3254.02	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_suprarenal_impression_of_liver.off	106	168	17808	0.024906	715.008	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_suspensory_ligament_of_lens_L.off	106	20912	2216672	0.566354	3913.93	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_suspensory_ligament_of_lens_R.off	106	20912	2216672	0.522185	4244.99	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_tail_of_pancreas.off	106	2438	258428	0.090905	2842.84	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_tenth_thoracic_spinal_cord_segment.off	106	960	101760	0.092833	1096.16	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_third_lumbar_spinal_cord_segment.off	106	456	48336	0.034061	1419.1	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_third_sacral_spinal_cord_segment.off	106	410	43460	0.032399	1341.4	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_third_thoracic_spinal_cord_segment.off	106	742	78652	0.04382	1794.89	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_thymus_lobe_L.off	106	1574	166844	0.061048	2733	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_thymus_lobe_R.off	106	1402	148612	0.126585	1174.01	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_thyroid_cartilage.off	106	7176	760656	0.221441	3435.03	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_tibia_L.off	106	3512	372272	0.113707	3273.96	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_tibia_R.off	106	3512	372272	0.113837	3270.22	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_trabecular_meshwork_L.off	106	48988	5192728	1.10488	4699.82	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_trabecular_meshwork_R.off	106	49004	5194424	1.15318	4504.42	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_tracheal_cartilage.off	106	46442	4922852	1.08732	4527.5	0	0
Allen_amygdalohippocampal_area_L.off	VH_M_trachea.off	106	16880	1789280	0.43261	4136.01	0	0
